smiles_key,smiles,HOMO,LUMO,Gap,HOMO(eV),LUMO(eV),Gap(eV),Scharber_Gap(eV)
gdb 113184,[NH3+]CC1CC1(O)C([O-])=O,-0.1689,-0.0428,0.126,-4.596003098778,-1.1646473216559998,3.42863463852,3.42863463852
gdb 113647,CCN1CC1C(=O)C=O,-0.2373,-0.0999,0.1374,-6.457261902546,-2.718417463398,3.738844439148,3.738844439148
gdb 115123,CCC1NCC(=O)C1=O,-0.2169,-0.092,0.1249,-5.902149627738,-2.50344751384,3.398702113898,3.398702113898
gdb 115124,CCC1OCC(=O)C1=O,-0.2363,-0.1017,0.1346,-6.430050516526,-2.767397958234,3.662652558292,3.662652558292
gdb 115131,COC1CCC(=O)C1=O,-0.2271,-0.0917,0.1354,-6.179705765142,-2.495284098034,3.684421667108,3.684421667108
gdb 115136,COC1OCC(=O)C1=O,-0.2397,-0.1041,0.1356,-6.522569228994,-2.832705284682,3.689863944312,3.689863944312
gdb 115143,OCC1OCC(=O)C1=O,-0.2454,-0.1105,0.135,-6.677674129308,-3.00685815521,3.6735371127,3.6735371127
gdb 116525,CCN=C(N)C(=O)C=O,-0.2395,-0.1017,0.1377,-6.51712695179,-2.767397958234,3.747007854954,3.747007854954
gdb 116639,CNC=[NH+][C-](C#N)C#N,-0.1816,-0.0479,0.1337,-4.941587701232,-1.303425390358,3.638162310874,3.638162310874
gdb 116799,CNC=[NH+]CCC([O-])=O,-0.1474,-0.0687,0.0787,-4.010958299348,-1.869422219574,2.141536079774,2.141536079774
gdb 116993,CNCC(=O)C#CC#N,-0.2415,-0.1078,0.1337,-6.57154972383,-2.9333874129560003,3.638162310874,3.638162310874
gdb 117020,CCNC(=N)C(=O)C#N,-0.2499,-0.1158,0.1341,-6.800125366398,-3.151078501116,3.649046865282,3.649046865282
gdb 117026,CNCC(=O)C(=O)C#N,-0.2414,-0.1361,0.1053,-6.568828585228,-3.703469637322,2.865358947906,2.865358947906
gdb 117031,CCCC(=O)C(=O)C=O,-0.2459,-0.1125,0.1334,-6.691279822318,-3.06128092725,3.629998895068,3.629998895068
gdb 117032,CCNC(=N)C(=O)C=O,-0.2324,-0.1211,0.1113,-6.323926111047999,-3.295298847022,3.028627264026,3.028627264026
gdb 117033,CCNC(=O)C(=O)C=O,-0.2442,-0.1177,0.1264,-6.645020466084,-3.202780134554,3.439519192928,3.439519192928
gdb 117036,COCC(=O)C(=O)C=O,-0.2478,-0.1304,0.1174,-6.742981455756,-3.548364737008,3.194616718748,3.194616718748
gdb 117037,OCCC(=O)C(=O)C=O,-0.2469,-0.1286,0.1183,-6.718491208338,-3.499384242172,3.219106966166,3.219106966166
gdb 117630,CC(C)(CC[NH3+])C([O-])=O,-0.1447,-0.0481,0.0966,-3.937487557094,-1.308867667562,2.628619889532,2.628619889532
gdb 119758,C[NH2+]CC1=CC(=O)[CH-]N1,-0.1701,-0.0892,0.081,-4.628656762002,-2.427255632984,2.20412226762,2.20412226762
gdb 121600,C[NH2+]CCC(=O)C([O-])=O,-0.149,-0.0438,0.1052,-4.05449651698,-1.191858707676,2.862637809304,2.862637809304
gdb 122806,OCCNCC(=O)C=O,-0.2224,-0.108,0.1145,-6.051812250847999,-2.93882969016,3.11570369929,3.11570369929
gdb 123519,C1=NC=C2N=CN=NN12,-0.245,-0.1083,0.1367,-6.666789574899999,-2.9469931059659995,3.719796468934,3.719796468934
gdb 125054,CC1=C(N)ON=NC1=N,-0.2098,-0.0731,0.1367,-5.708948786995999,-1.989152318062,3.719796468934,3.719796468934
gdb 125100,CC1=C([N-]N=N1)[NH+]=CN,-0.191,-0.0572,0.1337,-5.19737472982,-1.556491280344,3.638162310874,3.638162310874
gdb 125276,CC1=CC2=C(N1)ON=N2,-0.1954,-0.0634,0.132,-5.317104828308,-1.725201873668,3.59190295464,3.59190295464
gdb 125284,CC1=CC2=C(ON=N2)O1,-0.2135,-0.0771,0.1365,-5.80963091527,-2.097997862142,3.71435419173,3.71435419173
gdb 125361,CC1=CNC2=C1N=NO2,-0.1968,-0.066,0.1308,-5.355200768736,-1.79595147732,3.559249291416,3.559249291416
gdb 125389,CC1=COC2=C1N=NO2,-0.217,-0.0804,0.1366,-5.90487076634,-2.187795436008,3.717075330332,3.717075330332
gdb 125619,CC1=NNC(C[NH3+])=C1[O-],-0.2206,-0.0857,0.1349,-6.002831756011999,-2.332015781914,3.670815974098,3.670815974098
gdb 125630,CC1=N[N-]C(=N1)[NH+]=CN,-0.1831,-0.0566,0.1265,-4.982404780262,-1.540164448732,3.44224033153,3.44224033153
gdb 126081,CC1OC2=C(O1)N=NO2,-0.2232,-0.0875,0.1357,-6.073581359664,-2.38099627675,3.692585082914,3.692585082914
gdb 126880,CCN=C1NN=CC=N1,-0.2159,-0.0773,0.1386,-5.874938241718,-2.103440139346,3.771498102372,3.771498102372
gdb 127194,CN1C(=N)NN=C1C=O,-0.2112,-0.0744,0.1368,-5.747044727424,-2.024527119888,3.722517607536,3.722517607536
gdb 127324,CN1C=CC2=C1ON=N2,-0.1978,-0.0665,0.1313,-5.382412154756,-1.80955717033,3.572854984426,3.572854984426
gdb 127485,CN1N=C(N)C=NC1=N,-0.1962,-0.0665,0.1297,-5.338873937124,-1.80955717033,3.529316766794,3.529316766794
gdb 127492,CN1N=C(N)N=CC1=N,-0.1922,-0.065,0.1272,-5.230028393044,-1.7687400913,3.461288301744,3.461288301744
gdb 127526,CN1N=C(O)N=CC1=N,-0.2059,-0.0762,0.1297,-5.602824381517999,-2.073507614724,3.529316766794,3.529316766794
gdb 127543,CN1N=C2ON=NC2=N1,-0.2274,-0.0955,0.1319,-6.187869180948,-2.59868736491,3.589181816038,3.589181816038
gdb 127606,CN1N=CC([O-])=C1C[NH3+],-0.2093,-0.078,0.1314,-5.695343093986001,-2.12248810956,3.575576123028,3.575576123028
gdb 127634,CN1N=CC2=C1ON=N2,-0.224,-0.0849,0.1391,-6.09535046848,-2.310246673098,3.785103795382,3.785103795382
gdb 127844,CN=C1C=CN=NC=C1,-0.2321,-0.0983,0.1338,-6.315762695241999,-2.674879245766,3.640883449476,3.640883449476
gdb 127879,CN=C1N=CN=NC=N1,-0.2423,-0.1252,0.117,-6.593318832645999,-3.406865529704,3.1837321643400003,3.1837321643400003
gdb 127913,CN=C1NC(C=O)=NO1,-0.2334,-0.0952,0.1382,-6.351137497068,-2.590523949104,3.760613547964,3.760613547964
gdb 127923,CN=C1NN=C(C)C=N1,-0.2083,-0.0715,0.1368,-5.668131707966,-1.94561410043,3.722517607536,3.722517607536
gdb 127926,CN=C1NN=C(N)C=N1,-0.1924,-0.0686,0.1238,-5.235470670248,-1.866701080972,3.368769589276,3.368769589276
gdb 127927,CN=C1NN=C(N)N=C1,-0.1959,-0.0617,0.1342,-5.330710521317999,-1.6789425174339998,3.651768003884,3.651768003884
gdb 127930,CN=C1NN=C(N1)C=O,-0.2093,-0.0765,0.1328,-5.695343093986001,-2.08167103053,3.613672063456,3.613672063456
gdb 127933,CN=C1NN=C(O)N=C1,-0.2101,-0.0738,0.1362,-5.717112202802,-2.008200288276,3.706190775924,3.706190775924
gdb 128187,CNC1=CC(=N)ON=N1,-0.2192,-0.0812,0.138,-5.964735815584,-2.209564544824,3.75517127076,3.75517127076
gdb 128307,CNC1=NNC(=N)C=N1,-0.1916,-0.0659,0.1257,-5.213701561432,-1.793230338718,3.420471222714,3.420471222714
gdb 128308,CNC1=NNC(=N)N=C1,-0.1951,-0.0669,0.1281,-5.308941412502,-1.820441724738,3.485778549162,3.485778549162
gdb 128312,CNC1=NNC(=O)C=N1,-0.2112,-0.0729,0.1383,-5.747044727424,-1.983710040858,3.763334686566,3.763334686566
gdb 128392,CNC=[NH+]C1=CC=N[N-]1,-0.1775,-0.048,0.1295,-4.830021018549999,-1.30614652896,3.52387448959,3.52387448959
gdb 128394,CNC=[NH+]C1=CN=N[N-]1,-0.1947,-0.0599,0.1347,-5.298056858094,-1.629962022598,3.665373696894,3.665373696894
gdb 128397,CNC=[NH+]C1=NC=N[N-]1,-0.1862,-0.0522,0.134,-5.066760076924,-1.420434350244,3.64632572668,3.64632572668
gdb 128407,C[NH2+]CC1=C([O-])N=NO1,-0.2432,-0.1205,0.1227,-6.617809080064,-3.27897201541,3.338837064654,3.338837064654
gdb 128673,COC1=NNC(=N)C=N1,-0.2107,-0.0742,0.1365,-5.733439034413999,-2.019084842684,3.71435419173,3.71435419173
gdb 128675,COC1=NNC(=N)N=C1,-0.2099,-0.0737,0.1362,-5.711669925598,-2.005479149674,3.706190775924,3.706190775924
gdb 128978,N1C=CC2=CN=CC2=N1,-0.1934,-0.0672,0.1263,-5.262682056268,-1.828605140544,3.436798054326,3.436798054326
gdb 128982,N1C=NC2=CN=CC2=N1,-0.2099,-0.0856,0.1242,-5.711669925598,-2.329294643312,3.379654143684,3.379654143684
gdb 128999,N1N=CC2=CN=CC2=N1,-0.2155,-0.0819,0.1336,-5.864053687309999,-2.228612515038,3.635441172272,3.635441172272
gdb 129006,N1N=CN=C2C=NC=C12,-0.2123,-0.1024,0.1099,-5.776977252046,-2.786445928448,2.990531323598,2.990531323598
gdb 129015,N1N=NC2=CN=CC2=N1,-0.232,-0.1025,0.1295,-6.31304155664,-2.78916706705,3.52387448959,3.52387448959
gdb 129018,N1N=NC=C2C=CC=C12,-0.2058,-0.0723,0.1334,-5.600103242916,-1.967383209246,3.629998895068,3.629998895068
gdb 129020,N1N=NC=C2C=NC=C12,-0.2175,-0.0947,0.1228,-5.91847645935,-2.5769182560940003,3.341558203256,3.341558203256
gdb 129053,N=C1C=CON=NC1=O,-0.2674,-0.128,0.1394,-7.276324621748,-3.48305741056,3.793267211188,3.793267211188
gdb 129156,N=C1N=NON=CC1=O,-0.2519,-0.1162,0.1356,-6.854548138438,-3.161963055524,3.689863944312,3.689863944312
gdb 129170,N=C1NC2=C(N1)N=NO2,-0.2145,-0.0844,0.1301,-5.83684230129,-2.296640980088,3.540201321202,3.540201321202
gdb 129175,N=C1NC2=C(O1)N=NO2,-0.2347,-0.0994,0.1353,-6.386512298894,-2.704811770388,3.681700528506,3.681700528506
gdb 129177,N=C1NC2=C(ON=N2)O1,-0.2293,-0.0989,0.1304,-6.239570814386,-2.691206077378,3.548364737008,3.548364737008
gdb 129188,N=C1NN=C(C=N1)C#C,-0.227,-0.0885,0.1385,-6.17698462654,-2.40820766277,3.76877696377,3.76877696377
gdb 129200,N=C1NN=CC(=N1)C#C,-0.229,-0.0937,0.1353,-6.23140739858,-2.549706870074,3.681700528506,3.681700528506
gdb 129201,N=C1NN=CC(=N1)C#N,-0.2503,-0.1191,0.1313,-6.811009920806001,-3.240876074982,3.572854984426,3.572854984426
gdb 129204,N=C1NN=CC(C=O)=C1,-0.2293,-0.0942,0.1351,-6.239570814386,-2.563312563084,3.676258251302,3.676258251302
gdb 129205,N=C1NN=CC(C=O)=N1,-0.2393,-0.1186,0.1207,-6.511684674586,-3.227270381972,3.284414292614,3.284414292614
gdb 129208,N=C1NN=CC=C1C=O,-0.2288,-0.0969,0.1319,-6.225965121376,-2.636783305338,3.589181816038,3.589181816038
gdb 129214,N=C1NN=CN=C1C#C,-0.2283,-0.0898,0.1384,-6.212359428366,-2.443582464596,3.766055825168,3.766055825168
gdb 129215,N=C1NN=CN=C1C#N,-0.2521,-0.1156,0.1365,-6.859990415642,-3.145636223912,3.71435419173,3.71435419173
gdb 129216,N=C1NN=CN=C1C=O,-0.2436,-0.1133,0.1303,-6.628693634472,-3.083050036066,3.545643598406,3.545643598406
gdb 129243,N=C1OC2=C(O1)N=NO2,-0.2504,-0.1144,0.136,-6.813731059408,-3.112982560688,3.70074849872,3.70074849872
gdb 129291,N=C1ON=CC(C=O)=N1,-0.2741,-0.1385,0.1356,-7.458640908082,-3.76877696377,3.689863944312,3.689863944312
gdb 129305,N=C1ON=CN=C1C=O,-0.2693,-0.1334,0.1359,-7.328026255185999,-3.629998895068,3.698027360118,3.698027360118
gdb 129336,N=C1[N-]N=C(NC=[NH2+])O1,-0.1549,-0.0728,0.0821,-4.215043694498,-1.980988902256,2.234054792242,2.234054792242
gdb 129337,N=C1[N-]C(NC=[NH2+])=NO1,-0.1517,-0.0825,0.0692,-4.127967259234,-2.24493934665,1.883027912584,1.883027912584
gdb 129387,NC(=[NH2+])C1=N[N-]C(=N)O1,-0.1977,-0.0705,0.1272,-5.379691016153999,-1.91840271441,3.461288301744,3.461288301744
gdb 129393,NC(=[NH2+])C1=NOC(=N)[N-]1,-0.1658,-0.072,0.0938,-4.511647802116,-1.95921979344,2.552428008676,2.552428008676
gdb 129401,NC(=[NH2+])N1C=C([O-])C=N1,-0.1595,-0.0477,0.1119,-4.34021607019,-1.2979831131539998,3.044954095638,3.044954095638
gdb 129643,NC1=C(N)C(=N)N=NO1,-0.1983,-0.0727,0.1257,-5.396017847766,-1.978267763654,3.420471222714,3.420471222714
gdb 129736,NC1=C(O)ON=NC1=N,-0.171,-0.0926,0.0784,-4.6531470094200005,-2.519774345452,2.133372663968,2.133372663968
gdb 129860,NC1=CC2=C(N1)ON=N2,-0.1822,-0.0573,0.1249,-4.957914532844,-1.559212418946,3.398702113898,3.398702113898
gdb 129868,NC1=CC2=C(ON=N2)O1,-0.1921,-0.0688,0.1234,-5.227307254442,-1.872143358176,3.357885034868,3.357885034868
gdb 129915,NC1=CNC2=C1N=NO2,-0.1858,-0.0661,0.1197,-5.055875522516,-1.798672615922,3.257202906594,3.257202906594
gdb 129940,NC1=COC2=C1N=NO2,-0.2058,-0.0807,0.1251,-5.600103242916,-2.195958851814,3.404144391102,3.404144391102
gdb 129994,NC1=[NH+]C2=C(C1)C=N[N-]2,-0.1751,-0.0454,0.1297,-4.764713692102,-1.235396925308,3.529316766794,3.529316766794
gdb 129996,NC1=[NH+]C2=C(C1)N=N[N-]2,-0.1901,-0.0579,0.1322,-5.172884482402,-1.575539250558,3.597345231844,3.597345231844
gdb 129999,NC1=NC2=C(C1)ON=N2,-0.1987,-0.0619,0.1369,-5.406902402174,-1.684384794638,3.725238746138,3.725238746138
gdb 130009,NC1=NC2=C(ON=N2)O1,-0.2133,-0.0796,0.1337,-5.804188638066,-2.166026327192,3.638162310874,3.638162310874
gdb 130182,NC1=NNC2=C1N=NO2,-0.2128,-0.0834,0.1295,-5.790582945055999,-2.269429594068,3.52387448959,3.52387448959
gdb 130355,NC=[NH+]C1=C([O-])C=NN1,-0.1571,-0.0486,0.1085,-4.274908743742,-1.3224733605719998,2.95243538317,2.95243538317
gdb 130356,NC=[NH+]C1=C(O)N=N[N-]1,-0.1832,-0.0547,0.1285,-4.985125918864,-1.4884628152939998,3.49666310357,3.49666310357
gdb 130357,NC=[NH+]C1=C([O-])ON=C1,-0.1783,-0.054,0.1242,-4.851790127366,-1.46941484508,3.379654143684,3.379654143684
gdb 130358,NC=[NH+]C1=C([O-])ON=N1,-0.188,-0.063,0.125,-5.11574057176,-1.71431731926,3.4014232525,3.4014232525
gdb 130366,NC=[NH+]C1=NC(O)=N[N-]1,-0.1714,-0.0583,0.1131,-4.664031563828,-1.5864238049659998,3.077607758862,3.077607758862
gdb 130370,NC=[NH+]C1=N[N-]C(=N)O1,-0.1549,-0.0728,0.0821,-4.215043694498,-1.980988902256,2.234054792242,2.234054792242
gdb 130374,NC=[NH+]C1=NNC=C1[O-],-0.1399,-0.045,0.0949,-3.806872904198,-1.2245123709,2.582360533298,2.582360533298
gdb 130377,NC=[NH+]C1=NOC(=N)[N-]1,-0.1517,-0.0825,0.0692,-4.127967259234,-2.24493934665,1.883027912584,1.883027912584
gdb 130382,NC=[NH+]C1=NOC([O-])=C1,-0.1574,-0.076,0.0814,-4.283072159548,-2.06806533752,2.215006822028,2.215006822028
gdb 130383,NC=[NH+]C1=NOC=C1[O-],-0.1562,-0.0661,0.0901,-4.250418496324,-1.798672615922,2.451745880402,2.451745880402
gdb 130386,[NH3+]CC#CC1=CN=N[N-]1,-0.2541,-0.1269,0.1272,-6.914413187681999,-3.453124885938,3.461288301744,3.461288301744
gdb 130387,[NH3+]CC#CC1=NC=N[N-]1,-0.251,-0.1258,0.1251,-6.83005789102,-3.423192361316,3.404144391102,3.404144391102
gdb 130404,NC1=NOC(C[NH3+])=C1[O-],-0.2287,-0.0906,0.1381,-6.223243982773999,-2.465351573412,3.757892409362,3.757892409362
gdb 130482,O1C=CC2=CC=CC2=N1,-0.2035,-0.0724,0.1311,-5.53751705507,-1.970104347848,3.567412707222,3.567412707222
gdb 130484,O1C=CC2=CN=CC2=N1,-0.2177,-0.0933,0.1244,-5.923918736554,-2.538822315666,3.385096420888,3.385096420888
gdb 130487,O1C=NC2=CC=CC2=N1,-0.2198,-0.0863,0.1335,-5.981062647196,-2.348342613526,3.63272003367,3.63272003367
gdb 130489,O1C=NC2=CN=CC2=N1,-0.2362,-0.1088,0.1274,-6.427329377924,-2.960598798976,3.4667305789480003,3.4667305789480003
gdb 130506,O1N=CC2=CC=CC2=N1,-0.2319,-0.0922,0.1396,-6.310320418038,-2.508889791044,3.798709488392,3.798709488392
gdb 130508,O1N=CC2=CN=CC2=N1,-0.2471,-0.1117,0.1353,-6.723933485541999,-3.039511818434,3.681700528506,3.681700528506
gdb 130511,O1N=CC=C2C=CC=C12,-0.2056,-0.0861,0.1195,-5.594660965712,-2.342900336322,3.25176062939,3.25176062939
gdb 130512,O1N=CC=C2C=CN=C12,-0.2355,-0.0991,0.1364,-6.40828140771,-2.696648354582,3.711633053128,3.711633053128
gdb 130513,O1N=CC=C2C=NC=C12,-0.2182,-0.1082,0.11,-5.937524429564,-2.944271967364,2.9932524622,2.9932524622
gdb 130516,O1N=CN=C2C=CC=C12,-0.2219,-0.1065,0.1154,-6.038206557838,-2.89801261113,3.140193946708,3.140193946708
gdb 130517,O1N=CN=C2C=CN=C12,-0.2548,-0.1212,0.1336,-6.933461157896001,-3.298019985624,3.635441172272,3.635441172272
gdb 130518,O1N=CN=C2C=NC=C12,-0.2362,-0.1298,0.1064,-6.427329377924,-3.532037905396,2.895291472528,2.895291472528
gdb 130519,O1N=CN=C2N=CC=C12,-0.2554,-0.1193,0.136,-6.949787989508001,-3.246318352186,3.70074849872,3.70074849872
gdb 130534,O1N=NC=C2C=CC=C12,-0.2142,-0.1036,0.1106,-5.828678885484,-2.819099591672,3.009579293812,3.009579293812
gdb 130535,O1N=NC=C2C=CN=C12,-0.2507,-0.1276,0.1231,-6.821894475213999,-3.472172856152,3.349721619062,3.349721619062
gdb 130536,O1N=NC=C2C=NC=C12,-0.2298,-0.1259,0.1038,-6.253176507396,-3.4259134999180003,2.824541868876,2.824541868876
gdb 130537,O1N=NC=C2N=CC=C12,-0.2237,-0.1104,0.1133,-6.087187052674,-3.004137016608,3.083050036066,3.083050036066
gdb 130538,O1N=NC=C2N=CN=C12,-0.2521,-0.1234,0.1287,-6.859990415642,-3.357885034868,3.502105380774,3.502105380774
gdb 130589,O=C1C=CC2=C1NN=C2,-0.2309,-0.0942,0.1367,-6.283109032017999,-2.563312563084,3.719796468934,3.719796468934
gdb 130590,O=C1C=CC2=C1NN=N2,-0.2468,-0.1079,0.1389,-6.715770069735999,-2.936108551558,3.779661518178,3.779661518178
gdb 130591,O=C1C=CC2=C1ON=C2,-0.2489,-0.1135,0.1354,-6.772913980378,-3.08849231327,3.684421667108,3.684421667108
gdb 130667,O=C1N=NOC=C1C#N,-0.2739,-0.1613,0.1126,-7.453198630877999,-4.389196565025999,3.064002065852,3.064002065852
gdb 130680,O=C1NC2=C(N1)N=NO2,-0.2291,-0.0928,0.1363,-6.234128537181999,-2.525216622656,3.708911914526,3.708911914526
gdb 130686,O=C1NC2=C(ON=N2)O1,-0.2445,-0.108,0.1365,-6.65318388189,-2.93882969016,3.71435419173,3.71435419173
gdb 130885,O=CC1=NC(=O)NN=N1,-0.2725,-0.1345,0.1379,-7.41510269045,-3.65993141969,3.752450132158,3.752450132158
gdb 130889,O=CC1=NC=NNC1=O,-0.256,-0.1251,0.1308,-6.96611482112,-3.404144391102,3.559249291416,3.559249291416
gdb 130890,O=CC1=NC=NOC1=O,-0.2712,-0.1452,0.126,-7.379727888624,-3.951093250104,3.42863463852,3.42863463852
gdb 130919,O=CC1=NON=NC1=O,-0.2474,-0.1086,0.1387,-6.732096901348,-2.955156521772,3.774219240974,3.774219240974
gdb 131165,[O-]C1=C(NC=[NH2+])NN=C1,-0.1571,-0.0486,0.1085,-4.274908743742,-1.3224733605719998,2.95243538317,2.95243538317
gdb 131225,OC1=CC2=C(N1)ON=N2,-0.1897,-0.0624,0.1273,-5.161999927994,-1.697990487648,3.464009440346,3.464009440346
gdb 131901,NC1=CNC(=C1)N(=O)=O,-0.2111,-0.0722,0.1389,-5.744323588822,-1.964662070644,3.779661518178,3.779661518178
gdb 131902,NC1=CNC(=N1)N(=O)=O,-0.2201,-0.0838,0.1364,-5.989226063002,-2.280314148476,3.711633053128,3.711633053128
gdb 132092,CC1=C(F)N=CC(=N)N1,-0.2005,-0.0613,0.1391,-5.45588289701,-1.668057963026,3.785103795382,3.785103795382
gdb 132116,NC1=C(F)NC(=N)C=N1,-0.1834,-0.0532,0.1302,-4.990568196068,-1.4476457362639998,3.542922459804,3.542922459804
gdb 132121,NC1=C(F)OC(=N)C=N1,-0.2019,-0.0696,0.1323,-5.493978837438,-1.893912466992,3.600066370446,3.600066370446
gdb 132124,NC1=C(F)OC(=O)C=N1,-0.2168,-0.0846,0.1322,-5.899428489136,-2.302083257292,3.597345231844,3.597345231844
gdb 132872,NC1=CNC(=N)C(F)=N1,-0.1834,-0.0472,0.1361,-4.990568196068,-1.284377420144,3.703469637322,3.703469637322
gdb 132886,OC1=CNC(=N)C(F)=N1,-0.1945,-0.0559,0.1386,-5.29261458089,-1.5211164785179998,3.771498102372,3.771498102372
gdb 133015,CN=C1NC=C(F)C=N1,-0.1989,-0.0597,0.1392,-5.412344679377999,-1.624519745394,3.787824933984,3.787824933984
gdb 133016,CN=C1NC=C(F)N=C1,-0.1986,-0.0665,0.1321,-5.404181263572,-1.80955717033,3.594624093242,3.594624093242
gdb 133232,CN1N=C(F)C=NC1=N,-0.2233,-0.0847,0.1386,-6.076302498266,-2.304804395894,3.771498102372,3.771498102372
gdb 133234,CN1N=C(F)N=CC1=N,-0.2227,-0.0852,0.1376,-6.059975666654,-2.318410088904,3.744286716352,3.744286716352
gdb 133278,CN=C1NN=C(F)C=N1,-0.218,-0.0871,0.1309,-5.93208215236,-2.370111722342,3.5619704300179995,3.5619704300179995
gdb 133305,NC1=C(F)C(=N)N=NO1,-0.2151,-0.0843,0.1308,-5.853169132902,-2.293919841486,3.559249291416,3.559249291416
gdb 133337,NC1=C(F)ON=NC1=N,-0.1842,-0.1062,0.078,-5.012337304884,-2.889849195324,2.12248810956,2.12248810956
gdb 133813,C1C=C2C3C4OC13C24,-0.2136,-0.0912,0.1224,-5.812352053872,-2.481678405024,3.330673648848,3.330673648848
gdb 133815,C1C2C3OC4C3C1=CC24,-0.1928,-0.0783,0.1145,-5.246355224656,-2.130651525366,3.11570369929,3.11570369929
gdb 133816,N1C2C3OC4C3C1=NC24,-0.1648,-0.0469,0.1179,-4.484436416096,-1.276214004338,3.208222411758,3.208222411758
gdb 133822,CC12C3C1C1=CC2=CC31,-0.1828,-0.0602,0.1226,-4.974241364456,-1.6381254384039998,3.336115926052,3.336115926052
gdb 133826,CC12C3N1C1=NC2C3=C1,-0.2137,-0.088,0.1257,-5.815073192474,-2.39460196976,3.420471222714,3.420471222714
gdb 133827,OC12C3C1C1=CC2C3=C1,-0.1811,-0.0886,0.0925,-4.927982008222,-2.410928801372,2.51705320685,2.51705320685
gdb 133830,CC12C3C4CC1N=C4N23,-0.1931,-0.0709,0.1222,-5.254518640462,-1.929287268818,3.325231371644,3.325231371644
gdb 133835,OC12C3C1C1=NC2CN31,-0.2042,-0.0779,0.1264,-5.556565025284,-2.119766970958,3.439519192928,3.439519192928
gdb 133837,CC12C3C4N=C(C=C14)N23,-0.2225,-0.1124,0.1101,-6.05453338945,-3.058559788648,2.995973600802,2.995973600802
gdb 133841,CC12C3C1C1=CC3OC21,-0.1911,-0.0845,0.1066,-5.200095868421999,-2.29936211869,2.900733749732,2.900733749732
gdb 133845,OC12C3C1C1=CC3OC21,-0.1965,-0.0576,0.1389,-5.34703735293,-1.567375834752,3.779661518178,3.779661518178
gdb 133848,CC12C3C1N1CC3N=C21,-0.2022,-0.0821,0.1201,-5.502142253243999,-2.234054792242,3.268087461002,3.268087461002
gdb 133853,OC12C3C1N1CC3N=C21,-0.2087,-0.0889,0.1198,-5.679016262374,-2.419092217178,3.259924045196,3.259924045196
gdb 133854,CC12CC34CC=C(C13)C24,-0.1575,-0.0912,0.0663,-4.28579329815,-2.481678405024,1.804114893126,1.804114893126
gdb 133858,CC1N2C3C4=CCC13C24,-0.1693,-0.1041,0.0652,-4.606887653186,-2.832705284682,1.7741823685039997,1.7741823685039997
gdb 133864,C1C2CC3OC4CC1C234,-0.1386,-0.0638,0.0747,-3.771498102372,-1.7360864280759998,2.032690535694,2.032690535694
gdb 133866,C1C2OC3CC4OC1C234,-0.1575,-0.0752,0.0823,-4.28579329815,-2.046296228704,2.239497069446,2.239497069446
