Id,SMILES,GAP_DFT(eV),Hardness (η),Chemical Potential (μ),Electrophilicity (ω),MW,LogP,TPSA,HBA,HBD,Rotatable Bonds,Aromatic Rings,Heavy Atoms,QED,FractionCSP3
326,O=CC(=O)C=O,4.361068297158258,2.180534148579129,4.732981201361144,5.136610923299436,86.04599999999999,-1.0467000000000002,51.21,3,0,2,0,6,0.2446519432687936,0.0
723,C1=NN=CN=N1,3.6030342036259912,1.8015171018129956,4.670121976606214,6.053242362903833,82.066,-0.7334,51.56,4,0,0,1,6,0.4135894277987068,0.0
1587,CC(=O)C(=O)C=O,4.126882168707214,2.063441084353607,4.580591165156987,5.084180881492674,100.07299999999998,-0.6566000000000001,51.21,3,0,2,0,7,0.2628336723228857,0.25
1589,NC(=O)C(=O)C=O,3.3332292995548256,1.6666146497774128,5.06598347426484,7.69949687078296,101.06099999999998,-1.7603000000000002,77.23,3,1,2,0,7,0.25405513442892463,0.0
2115,O=C1CC=CC1=O,3.7738078566721422,1.8869039283360711,4.542763239110286,5.468401845135232,96.085,0.08449999999999996,34.14,2,0,0,0,7,0.40017862510889596,0.2
2124,O=C1CNCC1=O,3.8524369901995117,1.9262184950997558,4.651074684175487,5.61527567428372,99.089,-1.2722,46.17,3,1,0,0,7,0.38494420611798286,0.5
2125,O=C1COCC1=O,3.7129258206336155,1.8564629103168078,4.843119003406333,6.317336465707464,100.073,-0.8452000000000002,43.370000000000005,3,0,0,0,7,0.37243652485886786,0.5
4019,NC(=[NH2+])C(C=O)=N[O-],3.5869287824937963,1.7934643912468982,3.2009305695234653,2.856470571959993,115.09199999999998,-2.7596,104.10000000000001,3,2,2,0,8,0.1761192541476441,0.0
4605,NC1=CNC(=O)C=N1,3.648636095114729,1.8243180475573646,3.339614702844672,3.056765890791201,111.104,-0.6479000000000001,71.77000000000001,3,2,0,1,8,0.4670416161550293,0.0
4608,NC1=COC(=N)C=N1,3.5065706817086038,1.7532853408543019,3.470527287483293,3.434854376669042,111.104,-0.26372999999999996,75.9,4,2,0,1,8,0.48373395440592476,0.0
4611,NC1=COC(=O)C=N1,3.538333119036582,1.769166559518291,3.8995674057724563,4.297680698956741,112.088,-0.383,69.12,4,1,0,1,8,0.4961566780655864,0.0
4613,OC1=CNC(=N)C=N1,3.7582594195366728,1.8791297097683364,3.273418735474894,2.8511257530697702,111.104,-0.4052300000000002,72.75999999999999,3,3,0,1,8,0.425678831823727,0.0
4618,OC1=COC(=N)C=N1,3.88231333993532,1.94115666996766,3.8602426234199156,3.838297377592952,112.088,-0.14033,70.11000000000001,4,2,0,1,8,0.49031997579171466,0.0
4807,[NH3+]CC1=CC([O-])=CO1,2.008951182817042,1.004475591408521,1.9437397682329212,1.8806451440558716,113.11599999999999,-0.9048999999999996,63.84,2,1,1,1,8,0.5123279549339337,0.2
5034,[O-]C1=COC=CC1=[NH2+],3.677607936470477,1.8388039682352384,3.109983304745069,2.629969350423906,111.1,-1.9869999999999992,61.790000000000006,2,1,0,1,8,0.42113555864067215,0.0
6059,NC(=[NH2+])C#CC([O-])=O,3.425579440870127,1.7127897204350635,3.8027833219849647,4.221522590144266,112.08799999999998,-4.144,91.74000000000001,2,2,0,0,8,0.1891727766893275,0.0
6273,CN(C)CC(=O)C=O,3.317800629162484,1.658900314581242,4.30800859849166,5.593747231690329,115.13199999999998,-0.6840000000000002,37.38,3,0,3,0,8,0.36088197082605816,0.6
6683,[O-]C(=O)CCNC=[NH2+],6.152933707737171,3.0764668538685855,3.060873558397253,1.522679649337718,116.12,-3.496599999999999,77.75,2,2,4,0,8,0.2271556074082811,0.5
7902,CN1CC(=O)C(=O)C1,3.728627405273399,1.8643137026366996,4.582526481245408,5.6319783847578195,113.11599999999999,-0.9300000000000002,37.38,3,0,0,0,8,0.3807567923557122,0.6
8721,O=CC(=O)C(=O)C#C,4.10982370012656,2.05491185006328,4.7711811393737165,5.538964959498011,110.06799999999998,-1.0433000000000001,51.21,3,0,2,0,8,0.1498216767777652,0.0
8723,O=CC(=O)C(=O)C=O,3.9623156209404655,1.9811578104702328,4.874239940339277,5.996043038681398,114.05599999999998,-1.4776000000000002,68.28,4,0,3,0,8,0.25475818250896143,0.0
8779,CN=C(N)C(=O)C=O,4.392902717544746,2.196451358772373,4.171640831612839,3.96152347250385,114.10399999999997,-1.2586000000000002,72.52,3,1,2,0,8,0.2106374328967489,0.25
8786,CNC(=N)C(=O)C#N,4.163155396499761,2.0815776982498804,4.982834629866772,5.963899634751709,111.104,-0.7242500000000003,76.74000000000001,3,2,1,0,8,0.2659998552156283,0.25
8792,CCC(=O)C(=O)C=O,4.147313696790423,2.0736568483952116,4.5037487558968845,4.8908171262617985,114.09999999999998,-0.26649999999999996,51.21,3,0,3,0,8,0.28816091776187625,0.4
8793,CNC(=N)C(=O)C=O,4.490710091728614,2.245355045864307,4.259602275640142,4.040388084739268,114.10399999999998,-1.0489300000000004,70.02000000000001,3,2,2,0,8,0.2081460508482649,0.25
8794,CNC(=O)C(=O)C=O,4.30961571584467,2.154807857922335,4.566620520159147,4.838951857927149,115.08799999999998,-1.4996000000000007,63.24,3,1,2,0,8,0.27043315092421727,0.25
8795,COC(=O)C(=O)C=O,4.882116643489496,2.441058321744748,4.449248816770508,4.054760768555643,116.07199999999999,-1.0726000000000002,60.440000000000005,4,0,2,0,8,0.19926361514490282,0.25
8796,OCC(=O)C(=O)C=O,3.886903162399231,1.9434515811996156,4.567732682465872,5.367816224572016,116.07199999999999,-1.6842,71.44,4,1,3,0,8,0.27125148474850647,0.25
9986,[NH2+]=CN[C-](C#N)C#N,3.626864848769487,1.8134324243847435,3.1378898023963404,2.714838523780005,108.104,-2.0574499999999993,85.19999999999999,2,2,2,0,8,0.2421845127282564,0.0
10016,NC=[NH+][C-](C#N)C#N,3.6267702362762275,1.8133851181381138,3.1381629283176453,2.715381985371823,108.104,-2.3668499999999995,87.57,2,2,1,0,8,0.22344979019219213,0.0
10785,[NH2+]=C1O[CH-]C(=O)C=C1,2.964839070116265,1.4824195350581324,3.140857337668171,3.327325558751876,111.09999999999998,-1.9814999999999998,55.800000000000004,2,1,0,1,8,0.394257578547596,0.0
12585,NC1=NCC(=O)C1=O,3.1874674364744764,1.5937337182372382,4.70144754140342,6.9345364070655835,112.08799999999998,-1.5046,72.52,4,1,0,0,8,0.38724228561755214,0.25
12617,CC1C=CC(=O)C1=O,3.743995638452524,1.871997819226262,4.488625439540001,5.381351978501016,110.112,0.3305,34.14,2,0,0,0,8,0.4209603183387509,0.3333333333333333
12653,CC1NCC(=O)C1=O,3.83303847271726,1.91651923635863,4.612132464408367,5.549583188548048,113.11599999999999,-0.8837000000000002,46.17,3,1,0,0,8,0.41466264462752483,0.6
12654,CC1OCC(=O)C1=O,3.645083239218785,1.8225416196093924,4.73209107707272,6.143257778253225,114.09999999999998,-0.4567000000000001,43.370000000000005,3,0,0,0,8,0.40020163724110946,0.6
13588,CN1CC1C(=O)C=O,3.598947917402187,1.7994739587010935,4.6057307728226276,5.894154747045417,113.11599999999999,-0.9316000000000002,37.15,3,0,2,0,8,0.26353424481565746,0.6
16607,O=C1CN2CC2C1=O,3.69034915452888,1.84517457726444,4.534042426881384,5.570622146560781,111.09999999999998,-1.1776,37.15,3,0,0,0,8,0.29154019600418773,0.6
20482,C1OC2=C(O1)N=NO2,5.165784029265079,2.5828920146325394,3.4746107407465145,2.3370934075671417,114.06,-0.2017000000000001,57.38,5,0,0,1,8,0.4670046204054098,0.3333333333333333
21134,CN=C1NN=CC=N1,3.7673393161331905,1.8836696580665953,3.951802305094433,4.145297290231544,110.11999999999999,-0.6648000000000005,53.93,3,1,0,1,8,0.4814615414513411,0.25
21364,N1C=CC2=C1ON=N2,5.487299860894957,2.7436499304474786,3.398438529754804,2.104748188235212,109.08800000000001,0.5509,54.71,3,1,0,2,8,0.5370668166104893,0.0
21398,N=C1N=CN=NC=N1,2.2682377455266227,1.1341188727633114,5.1596439263046845,11.736832040096369,109.092,-1.2539300000000002,75.41,5,1,0,1,8,0.45112201037712024,0.0
21644,NC1=NNC(=N)C=N1,3.5249112394099944,1.7624556197049972,3.3903574740860987,3.2609399276718936,111.10799999999999,-1.1336300000000004,91.44,4,3,0,1,8,0.39511123841144535,0.0
21645,NC1=NNC(=N)N=C1,3.526778817749819,1.7633894088749096,3.5390142870550556,3.55129220492791,111.10799999999999,-1.1336300000000004,91.44,4,3,0,1,8,0.39511123841144535,0.0
21703,NC=[NH+]C1=CN=N[N-]1,3.7485181710799083,1.8742590855399541,3.439622325267158,3.156180976193018,111.108,-2.8670999999999998,79.87,2,2,1,1,8,0.3014169707634652,0.0
21706,NC=[NH+]C1=NC=N[N-]1,3.681518323764763,1.8407591618823815,3.3541089280330603,3.0558171145014588,111.108,-2.8670999999999998,79.87,2,2,1,1,8,0.3014169707634652,0.0
21741,O1C=CC2=C1ON=N2,5.6120779412512976,2.8060389706256488,3.8798931185615833,2.6823523780400502,110.072,0.8157999999999999,52.06,4,0,0,2,8,0.5032567358883028,0.0
21769,O=C1C=CN=NC=C1,3.3976683521647257,1.6988341760823629,4.851167984853628,6.926464968917556,108.1,-0.1632,42.85,3,0,0,1,8,0.4633216081783914,0.0
21770,O=C1N=CN=NC=N1,2.184472017800128,1.092236008900064,5.358810695368449,13.145900627152267,110.076,-1.3732000000000002,68.63,5,0,0,1,8,0.41166254147036513,0.0
21783,O=CC1=CN=NC=N1,3.600444801672184,1.800222400836092,4.9003050911782,6.669450945470524,109.088,-0.31590000000000007,55.74,4,0,1,1,8,0.4637375140737505,0.0
21891,OC1=NNC(=N)C=N1,3.834731477324787,1.9173657386623935,3.872914390754861,3.9114774963539642,112.092,-1.0102300000000002,85.65,4,3,0,1,8,0.4016137695749654,0.0
22001,ON=C1C=CC=CC=C1,5.130627055226074,2.565313527613037,3.209286183460143,2.007457898709876,121.13899999999997,0.9765,32.59,2,1,0,1,9,0.4024160078900727,0.0
22029,ON=C1C=CN=NC=C1,3.330192186384488,1.665096093192244,4.234354010690974,5.383999746669471,123.115,-0.23350000000000004,58.370000000000005,4,1,0,1,9,0.3825288285647286,0.0
22054,CC(=N[O-])C#CC(N)=[NH2+],2.63406761188993,1.317033805944965,2.7992541618208744,2.9747998218046203,125.13100000000001,-1.9351999999999991,87.03,2,2,0,0,9,0.1707202295835778,0.2
22209,NC(=[NH2+])C(CC#C)=N[O-],3.6970542600562837,1.8485271300281418,2.728981500197597,2.014398357330939,125.13099999999999,-1.9351999999999994,87.03,2,2,2,0,9,0.1946133214362789,0.2
22213,NC(=[NH2+])C(CC=O)=N[O-],3.5867437863535567,1.7933718931767784,2.9282659832724613,2.3906758273102353,129.119,-2.3694999999999995,104.10000000000001,3,2,3,0,9,0.19241076520778433,0.25
22229,C[NH2+]CC(=O)C(C)=N[O-],3.2773282183369745,1.6386641091684873,3.3009651385702403,3.3247725342520704,130.147,-1.2925999999999995,69.1,3,1,3,0,9,0.38110423622467227,0.6
22230,C[NH2+]CC(=N[O-])C(C)=O,5.012031641230349,2.5060158206151746,3.930804168971738,3.082825991699574,130.147,-1.2925999999999995,69.1,3,1,3,0,9,0.38110423622467227,0.6
22438,C[NH+]=C(N)C(C=O)=N[O-],3.5815236814359066,1.7907618407179533,3.1151539246872573,2.7095127207434277,129.119,-2.8082999999999982,92.48,3,2,2,0,9,0.18230127539338634,0.25
22441,CNC(=[NH2+])C(C=O)=N[O-],3.581450984910753,1.7907254924553766,3.1149685443992543,2.7092452398419744,129.119,-2.498899999999999,90.11,3,2,2,0,9,0.18677014432468933,0.25
22482,NC=[NH+]CC(CO)=N[O-],5.514277021578499,2.7571385107892494,2.8178429264716547,1.4399419411093337,131.135,-3.0148999999999986,95.64,3,3,3,0,9,0.2160116999553468,0.5
22543,C[NH2+]C(C#C)C(C)=N[O-],5.370689013530682,2.685344506765341,2.7836841677036746,1.4428125564526006,126.15899999999999,-0.8598999999999992,52.03,2,1,2,0,9,0.2919893548633277,0.5
22652,ON=C1CNC(C=O)=C1,3.1313751889027897,1.5656875944513948,3.7666472298120364,4.530798929534192,126.11499999999997,-0.49740000000000006,61.690000000000005,4,2,1,0,9,0.2827152906027198,0.2
22876,CN1C=CC(=NO)C1=N,3.7471990674700466,1.8735995337350233,3.383241388692062,3.054634164895615,125.131,0.25297000000000003,59.68,3,2,0,0,9,0.3599257442977565,0.2
22971,[O-]N=C(C#N)C1CC[NH2+]1,4.689025053189235,2.3445125265946176,4.075013197234722,3.5414041019769735,125.131,-1.2155199999999995,75.82,3,1,1,0,9,0.35217454035206364,0.6
22973,[O-]N=C(C=O)C1CC[NH2+]1,4.365952669166214,2.182976334583107,4.243259682161501,4.124014641160978,128.131,-1.540199999999999,69.1,3,1,2,0,9,0.2779687732546189,0.6
22979,OCC(=N[O-])C1CC[NH2+]1,5.340987407629182,2.670493703814591,2.6539476633090864,1.318752069986677,130.147,-1.7467999999999986,72.26,3,2,2,0,9,0.34357242720413894,0.8
23066,CC(=N[O-])C12C[NH+]1CC2,5.12699519308188,2.56349759654094,2.7931918955884925,1.5217336220850706,126.159,-1.0139000000000002,39.86,2,1,1,0,9,0.27268467723147466,0.8333333333333334
23140,[O-]N=C(CC#C)C1C[NH2+]1,5.151345826801317,2.5756729134006586,2.9552008786154684,1.695326333466617,124.14299999999999,-1.1059,52.03,2,1,2,0,9,0.21575518897046717,0.5
23152,COCC(=N[O-])C1C[NH2+]1,5.1129334129324056,2.5564667064662028,2.939113665488304,1.6895172381495467,130.147,-1.4827999999999986,61.26,3,1,3,0,9,0.2874513663048714,0.8
23364,NC(=[NH2+])C(=N[O-])C1CN1,5.609834098625595,2.8049170493127975,3.494220597508503,2.1764596544921027,128.135,-2.986699999999999,108.97,3,3,2,0,9,0.15956065094124103,0.5
23509,ON=C1C=C2NC3C2C13,3.231033734264576,1.615516867132288,3.730712364089314,4.30766618001184,122.12699999999998,-0.06810000000000022,44.620000000000005,3,2,0,0,9,0.34875083439575616,0.5
23615,[O-]N=C(C1C[NH2+]1)C1CO1,6.329276168377985,3.1646380841889923,3.1717388920018297,1.5894278162956303,128.131,-1.7303999999999993,64.56,3,1,2,0,9,0.2726460288651786,0.8
23724,FC1=CNC(=N)C=N1,3.936367978944611,1.9681839894723054,3.644302859758204,3.3739079793049753,113.095,0.028269999999999906,52.53,2,2,0,1,8,0.4895535305187855,0.0
23840,FC1=NNC(=N)C=N1,3.989314390916774,1.994657195458387,4.306239099422887,4.6483413850812,114.083,-0.5767300000000002,65.42,3,2,0,1,8,0.4736680309208768,0.0
23841,FC1=NNC(=N)N=C1,3.9412053363070005,1.9706026681535003,4.343538279543398,4.7869428705120445,114.083,-0.5767300000000002,65.42,3,2,0,1,8,0.4736680309208768,0.0
24471,N1C=NC2=CN=CC2=C1,3.747975719854452,1.873987859927226,3.3725326657225,3.034698576384322,119.12699999999997,0.9094999999999999,41.57,2,1,0,0,9,0.5596120928940226,0.0
24525,N1C=CC=C2C=NC=C12,3.4067701405362643,1.7033850702681321,3.2450463716324625,3.0909998384532678,118.139,1.5145,28.68,1,1,0,0,9,0.5577469355652159,0.0
24528,N1C=CN=C2C=CC=C12,3.476609720622413,1.7383048603112066,3.3027602908286378,3.137604279815907,118.13899999999997,1.5145,28.68,1,1,0,0,9,0.5577469355652158,0.0
24530,N1C=CN=C2C=NC=C12,3.16932421262935,1.584662106314675,3.7417831990305057,4.4176425538147885,119.12699999999998,0.9094999999999999,41.57,2,1,0,0,9,0.5596120928940226,0.0
24535,N1C=NC=C2C=NC=C12,3.620226050556126,1.810113025278063,3.628513041386603,3.6368190018107085,119.12699999999998,0.9095,41.57,2,1,0,0,9,0.5596120928940226,0.0
24538,O1C=CC=C2C=CC=C12,3.517437472517582,1.758718736258791,3.4099151410998925,3.3056795921321607,118.13499999999998,2.3844000000000003,13.14,1,0,0,0,9,0.5172638231115011,0.0
24540,O1C=CC=C2C=NC=C12,3.262478487559379,1.6312392437796894,3.8431876639790294,4.527260938848341,119.12299999999999,1.7793999999999999,26.03,2,0,0,0,9,0.5279104464426179,0.0
24543,O1C=CN=C2C=CC=C12,3.3358371244938385,1.6679185622469193,3.9251721936243786,4.618623804044326,119.12299999999996,1.7794,26.03,2,0,0,0,9,0.5279104464426179,0.0
24545,O1C=CN=C2C=NC=C12,3.0549657432008637,1.5274828716004318,4.39332121443117,6.317999256171009,120.11099999999998,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
24548,O1C=NC=C2C=CC=C12,3.6823054185497828,1.8411527092748914,3.7618813819631125,3.843177010975406,119.12299999999998,1.7794,26.03,2,0,0,0,9,0.5279104464426179,0.0
24550,O1C=NC=C2C=NC=C12,3.468678176138853,1.7343390880694265,4.225716094904359,5.147977300854946,120.11099999999999,1.1743999999999999,38.92,3,0,0,0,9,0.523508414993075,0.0
24760,O=C1C=CC2=C1C=CN2,3.260808851252262,1.630404425626131,3.7478452112633747,4.307625613257132,119.12299999999999,1.2242,32.86,1,1,0,1,9,0.5469036560747935,0.0
24761,O=C1C=CC2=C1C=CO2,3.220190156453046,1.610095078226523,4.2042165097390285,5.4889418332460345,120.10699999999999,1.4891,30.21,2,0,0,1,9,0.5188016580960877,0.0
24762,O=C1C=CC2=C1N=CN2,3.37795434570588,1.68897717285294,4.126019246093737,5.039746863594295,120.111,0.6192,45.75,2,1,0,1,9,0.5450731866706039,0.0
24763,O=C1C=CC2=C1N=CO2,3.372282122919328,1.686141061459664,4.599870453432469,6.2743291981882585,121.095,0.8841,43.1,3,0,0,1,9,0.5113863878448772,0.0
24764,O=C1C=CC2=C1NC=C2,3.393624496600882,1.696812248300441,3.843508811708804,4.353033165714031,119.12299999999999,1.2242,32.86,1,1,0,1,9,0.5469036560747935,0.0
24765,O=C1C=CC2=C1NC=N2,3.4112576243599864,1.7056288121799932,4.185670125157654,5.135887208144922,120.111,0.6192,45.75,2,1,0,1,9,0.5450731866706039,0.0
24766,O=C1C=CC2=C1OC=C2,3.4054597647629126,1.7027298823814563,4.3065132003405004,5.445977114928019,120.10699999999999,1.4891,30.21,2,0,0,1,9,0.5188016580960877,0.0
24767,O=C1C=CC2=C1OC=N2,3.452512683480453,1.7262563417402266,4.670901877926675,6.319259725709408,121.095,0.8841000000000001,43.1,3,0,0,1,9,0.5113863878448772,0.0
24768,O=C1C=CC2=CC=CN12,3.5473710190928234,1.7736855095464117,4.065858159328762,4.660127875772021,119.12299999999999,1.1551,22.0,2,0,0,1,9,0.5018422900964954,0.0
24770,O=C1C=CC2=NC=CN12,3.521341773546831,1.7606708867734155,4.522451841070903,5.808175397358542,120.111,0.5501,34.89,3,0,0,1,9,0.5007546101917969,0.0
24846,N=C1NC(=N)N=CC=N1,3.9149308877970523,1.9574654438985262,4.676200703035982,5.585501670855493,123.119,-1.2363600000000003,89.27,4,3,0,1,9,0.40264140129729487,0.0
24871,N=C1NC(=CC=N1)C#N,3.708564225977887,1.8542821129889435,4.512187320627676,5.489950605092896,120.115,-0.23914999999999992,76.32,3,2,0,1,9,0.49537177739410915,0.0
24872,N=C1NC(=CN=C1)C#C,3.8035006509356353,1.9017503254678176,3.789719060248112,3.775987405727113,119.12699999999998,-0.12952999999999987,52.53,2,2,0,1,9,0.45910158167698883,0.0
24873,N=C1NC(=CN=C1)C#N,3.8086805691118255,1.9043402845559128,4.41608227354915,5.1203513376557055,120.115,-0.23914999999999992,76.32,3,2,0,1,9,0.49537177739410915,0.0
25164,N=C1NC=CN=C1C#N,3.776204868494445,1.8881024342472226,4.321543286412091,4.9456364330623135,120.11500000000001,-0.23914999999999992,76.32,3,2,0,1,9,0.49537177739410915,0.0
25197,N=C1NC=CN=CC1=O,3.9468740243652345,1.9734370121826172,4.05222025291537,4.160378283362709,123.115,-0.7506300000000001,69.6,3,2,0,1,9,0.47616210432172046,0.0
25304,O=CC(=O)N1C=CC=C1,3.782692206244058,1.891346103122029,4.487127188451375,5.322746157380714,123.11099999999996,0.32719999999999994,39.07,3,0,1,1,9,0.39836238033561794,0.0
25305,O=CC(=O)N1C=CN=C1,3.8819534915101817,1.9409767457550908,4.95444883807732,6.323250225127362,124.09899999999998,-0.27780000000000016,51.96,4,0,1,1,9,0.38194238695293437,0.0
25328,N=C1C=C(NC=N1)C=O,3.6807171314081057,1.8403585657040529,4.391494222147798,5.239528280669501,123.11499999999998,-0.29833,69.6,3,2,1,1,9,0.5032047253335238,0.0
25330,N=C1C=CNC(C=O)=N1,3.6119535070552766,1.8059767535276383,4.255491245068606,5.013687385920834,123.11499999999998,-0.29832999999999993,69.6,3,2,1,1,9,0.5032047253335238,0.0
25340,N=C1OC=CC(C=O)=C1,3.7400519091943125,1.8700259545971563,4.392628402353794,5.159068577024601,123.11099999999998,0.57157,54.06,3,1,1,1,9,0.5548370702167199,0.0
25341,N=C1OC=CC(C=O)=N1,3.7627292000299355,1.8813646000149677,4.86331924146129,6.285829457028012,124.09899999999999,-0.033430000000000015,66.95,4,1,1,1,9,0.5341749208631142,0.0
25382,N=C1NC(C=O)=CN=C1,3.406997969124695,1.7034989845623476,4.4226146964797985,5.74098397791068,123.11499999999998,-0.2983300000000002,69.6,3,2,1,1,9,0.5032047253335238,0.0
25383,N=C1NC(C=O)=NC=C1,3.547510632329699,1.7737553161648496,4.485436065909719,5.671339366261785,123.11499999999998,-0.29833000000000043,69.6,3,2,1,1,9,0.5032047253335238,0.0
25384,N=C1NC(C=O)=NC=N1,3.6169008346413807,1.8084504173206903,5.002693764489058,6.919444586801658,124.103,-0.9033300000000004,82.49,4,2,1,1,9,0.4755579227487542,0.0
25385,N=C1OC(C=O)=CC=C1,3.617560645260868,1.808780322630434,4.435295890853901,5.437876947604545,123.11099999999996,0.57157,54.06,3,1,1,1,9,0.5548370702167199,0.0
25386,N=C1OC(C=O)=CC=N1,3.638770666838828,1.819385333419414,4.968512025347534,6.7841900483025075,124.09899999999998,-0.033430000000000015,66.95,4,1,1,1,9,0.5341749208631142,0.0
25400,N=C1NC=CN=C1C=O,3.5726816754723822,1.7863408377361911,4.2496539844278285,5.054902907065033,123.115,-0.29833,69.6,3,2,1,1,9,0.5032047253335238,0.0
25531,[NH2+]=CNC1=COC(=O)[N-]1,2.988267295961677,1.4941336479808385,2.918062028421743,2.849506137962974,127.10299999999998,-2.2036999999999995,81.93,2,2,2,1,9,0.3485395608798593,0.0
25821,NC(=[NH2+])C1=NC=C([O-])N1,3.6647479740196705,1.8323739870098352,2.804743381702006,2.146555641198093,126.11899999999999,-3.0523,103.35,2,3,1,1,9,0.27480765653508354,0.0
25860,NC(=[NH2+])C1=CNC(=O)[N-]1,3.022933583351285,1.5114667916756426,2.5696520488676686,2.184338977414603,126.11899999999999,-3.2035,98.57,1,3,1,1,9,0.27270264932508054,0.0
26187,CC([NH3+])C1=CC([O-])=CO1,1.9888977204327292,0.9944488602163646,1.796114430928042,1.6220175707607878,127.14299999999997,-0.3439000000000001,63.84,2,1,1,1,9,0.5603247706405755,0.3333333333333333
26539,CC1=C([O-])C(=[NH2+])C=CO1,3.575860671772637,1.7879303358863186,2.942025745537974,2.420540474558684,125.127,-1.6785799999999997,61.79,2,1,0,1,9,0.4499377803379527,0.16666666666666666
26861,CC1=C(N)N=CC(=N)O1,3.3810544202854587,1.6905272101427293,3.3763638721160687,3.3716798311599305,125.13099999999999,0.04469000000000001,75.9,4,2,0,1,9,0.5137808241511067,0.2
26863,CC1=C(N)N=CC(=O)O1,3.5243988315911716,1.7621994157955858,3.730199110610353,3.948016688711787,126.11499999999998,-0.07457999999999998,69.12,4,1,0,1,9,0.5276906654146134,0.2
26877,CC1=C(O)N=CC(=N)N1,3.594707525311925,1.7973537626559626,3.118171610828748,2.704808145339905,125.131,-0.09681000000000017,72.76,3,3,0,1,9,0.45279932186497124,0.2
26878,CC1=C(O)N=CC(=N)O1,3.6930286325633057,1.8465143162816529,3.704559535733289,3.7161264423414107,126.115,0.16808999999999985,70.11000000000001,4,2,0,1,9,0.5200919925751156,0.2
26880,CC1=C(O)N=CC(=O)O1,3.9113365957227884,1.9556682978613942,4.124154140599395,4.348551181716963,127.09899999999999,0.04881999999999981,63.330000000000005,4,1,0,1,9,0.5343776283607115,0.2
26905,NC1=C(O)N=CC(=N)O1,3.376127562029975,1.6880637810149874,3.1155487869524974,2.8750821956634933,127.103,-0.5581300000000002,96.13000000000001,5,3,0,1,9,0.43492977177547953,0.0
26907,NC1=C(O)N=CC(=O)O1,3.5400175084030003,1.7700087542015002,3.453694758045816,3.3694769738961545,128.087,-0.6774000000000002,89.35000000000001,5,2,0,1,9,0.4828892180234132,0.0
26912,NC1=C(O)OC(=N)C=N1,3.6603227351558205,1.8301613675779103,3.3879342538829573,3.1358159755672053,127.103,-0.5581300000000002,96.13000000000001,5,3,0,1,9,0.43492977177547953,0.0
26915,NC1=C(O)OC(=O)C=N1,3.65800587711672,1.82900293855836,3.7885565150475955,3.9237663770575733,128.087,-0.6774000000000002,89.35000000000001,5,2,0,1,9,0.4828892180234132,0.0
26921,OC1=C(O)N=CC(=N)N1,3.599473295113273,1.7997366475566365,3.0510098978178566,2.5861176437175346,127.103,-0.6996300000000004,92.99000000000001,4,4,0,1,9,0.37096398232585476,0.0
26922,OC1=C(O)N=CC(=N)O1,3.5358931978165087,1.7679465989082543,3.588483274584085,3.6418555345284966,128.087,-0.4347300000000002,90.34,5,3,0,1,9,0.44161162929250825,0.0
27294,CC1=CC(=[NH2+])C([O-])=CO1,3.6136674295970828,1.8068337147985414,2.9549646187659606,2.4163307964209206,125.127,-1.6785799999999995,61.79,2,1,0,1,9,0.4499377803379527,0.16666666666666666
27431,NC1=CC(=N)C=NC=N1,3.992915264059609,1.9964576320298044,3.747988642412572,3.5180858933058303,122.131,-0.4617300000000002,75.65,4,2,0,1,9,0.4884561426093508,0.0
27438,NC1=CC(=O)N=CC=N1,3.847617757840629,1.9238088789203145,4.207280768996501,4.60056392896526,123.115,-0.5810000000000004,68.87,4,1,0,1,9,0.5006877179989753,0.0
28830,NC1=CC=CC(=O)C=N1,3.850246313996878,1.925123156998439,3.6508423956018667,3.461765588624828,122.127,0.023999999999999855,55.980000000000004,3,1,0,1,9,0.5275485054225355,0.0
